target,text
1,review keep fantastic nokia ngage game deck club nokia wwwcnupdatescomnewsletter unsubscribe alerts reply word
1,mths half price orange line rental latest camera phones free phone mths call mobilesdirect free update orstoptxt tcs
0,height confidence aeronautics professors wer calld amp wer askd sit aeroplane aftr sat wer told dat plane made students dey hurried plane didnt move saidif made students
0,seems like weird timing night want come smoke day shitstorm attributed always coming making everyone smoke
1,ampm cost
0,save stress person dorm account send account details money sent
0,also knows lunch menu know
0,stuff sell ill tell
1,urgent attempt contact call tcsbcmwcnxx callcost ppm mobilesvary maxå
0,book lesson msg call work sth going get specs membership
1,guaranteed cash prize claim prize call customer service representative ampm
0,macha dont feel upseti assume mindsetbelieve one evening wonderful plans uslet life begin againcall anytime
0,send address
0,sfine anytime best
0,wondar full flim
0,even cookies jelly
0,world running stillmaybe feeling sameso itor admiti madthen correctionor let call lifeand keep running worldmay also runninglets run
0,got looks scrumptious daddy wants eat night long
0,cos lar dao lor never ask said would ask fri said ask today
0,alright omw gotta change order halfth
0,exactly anyways far jide study visiting
0,dunno ask
1,email alertfrom jeri stewartsize kbsubject lowcost prescripiton drvgsto listen email call
0,didnt spring coming early yay
0,lol wont feel bad use money take steak dinner
0,even dont get trouble convincingjust tel twice tel neglect msgs dont read itjust dont reply
0,leaving qatar tonite search opportunityall went fastpls add prayers dearrakhesh
0,one talking
0,thanks looking really appreciate
1,customer loyalty offerthe new nokia mobile txtauction txt word start get tctxt pmtmsg
0,wish
0,haha mayb ure rite know well feeling liked someone lor faster find one gals group attached liao
0,yes glad made
0,well little time thing good times ahead
0,got room soon hadnt put clocks back til shouted everyone get realised wahay another hour bed
0,may free gym
0,men like shorter ladies gaze eyes
0,dunno jus say lido time
0,promise take good care princess run please send pics get chance ttyl
1,subscribed best mobile content service per days send stop helpline
0,reason weve spoken year anyways great week best exam
0,monday next week give full gist
1,realize years well thousands old ladies running around tattoos
1,important customer service announcement premier
0,dont gimme lip caveboy
0,get library
0,realy sorryi dont recognise number confused please
0,didnt holla
0,cant think anyone spare room top head
0,faith makes things possiblehope makes things worklove makes things beautifulmay three christmasmerry christmas
0,made appointment
0,call youcarlos isare phones vibrate acting might hear texts
1,romantic paris nights flights book next year call tscs apply
0,grandmas dear still ill felt shit morning think hungover another night leave sat
1,urgent guaranteed award still unclaimed call closingdate claimcode åpmmorefrommobilebremovedmobypoboxlsyf
0,nothing jus tot would ask cos gua went faber yest yest jus went already mah today going jus call lor
0,wishing family merry mas happy new year advance
1,awarded city break could win summer shopping spree every txt store skilgme tscswinawkage åperwksub
0,goin got somethin unless meetin dinner lor haha wonder tis time
0,sorry ill call later
0,cant pick phone right pls send message
0,lol know theyre dramatic schools already closed tomorrow apparently cant drive inch snow supposed get
0,getting anywhere damn job hunting
0,lol drunkard hair moment yeah still tonight wats plan
0,idc get weaseling way shit twice row
0,wil ltgt minutes got space
0,sleepingand surfing
0,thanks picking trash
0,dont tell friend youre sure want live smokes much spend hours begging come smoke
0,kate lovely see tonight ill phone tomorrow got sing guy gave card xxx
0,happy new year dear brother really miss got number decided send text wishing happiness abiola
0,means get door
0,opinion jada kusruthi lovable silent spl character matured stylish simple pls reply
0,hmmm thought said hours slave late punish
0,beerage
1,important customer service announcement premier call freephone
0,dont think turns like randomlly within min opening
0,supposed couldnt make shes still town though
0,time fixes spelling sometimes gets completely diff word figure
1,ever thought living good life perfect partner txt back name age join mobile community psms
1,free top polyphonic tones call national rate get toppoly tune sent every week text subpoly per pole unsub
0,gud mrng dear hav nice day
0,hoping enjoyed game yesterday sorry ive touch pls know fondly bein thot great week abiola
0,best driving tmr
0,ywhere dogbreath sounding like jan thatåõs
0,omg want scream weighed lost weight woohoo
0,generally isnt one uncountable noun dictionary pieces research
0,really getting hanging around
1,orange customer may claim free camera phone upgrade loyalty call offer ends thmarch tcs apply optout availa
0,petey boy whereare friendsare thekingshead come canlove nic
0,msg leave house
0,gimme ltgt minutes ago
1,last chance claim worth discount vouchers today text shop savamob offers mobile savamob pobox muz sub
0,appt lttimegt fault dont listen told twice
1,free week nokia tone mobile every week txt nokia get txting tell mates wwwgetzedcouk pobox wwq normptone
1,guaranteed award even cashto claim award call free stop getstop php
0,ill
0,dled imp
0,sure make sure knows aint smokin yet
0,boooo always work quit
0,taking half day leave bec well
0,ugh dont wanna get bed warm
0,ssnervous ltgt
0,theres ring comes guys costumes gift future yowifes hint hint
1,congratulations awarded either gift vouchers free entry weekly draw txt music tncs wwwldewcomwinppmxage
0,borrow bag
1,outbid simonwatson shinco dvd plyr bid visit sms acsmsrewards end bid notifications reply end
0,wheres boytoy miss happened
0,lots used ones babe model doesnt help youi bring hell match
0,also bringing galileo dobby
0,responding
0,boo babe enjoyin yourjob seemed gettin well hunnyhope ure oktake care iåõllspeak soonlots loveme xxxx
0,good afternoon starshine hows boytoy crave yet ache fuck sips cappuccino miss babe teasing kiss
0,road cant txt
1,smsservices yourinclusive text credits pls goto wwwcomuknet login qxj unsubscribe stop extra charge help comuk
1,alfie moons children need song mob tell txt tone charity nokias poly charity polys zed profit charity
0,good evening ttyl
0,hmm bits pieces lol sighs
0,hahahause brain dear
0,hey got mail
0,sorry light turned green meant another friend wanted ltgt worth may around
0,thanks yesterday sir wonderful hope enjoyed burial mojibiola
1,secret admirer reveal thinks special call opt reply reveal stop per msg recd cust care
0,mate hav nice hol message say hello coz havenåõt sent ages started driving stay roadsrvx
1,dear voucher holder claim weeks offer please httpwwwetlpcoukexpressoffer tscs apply stop texts txt stop
0,thank much skyped wit sura didnt get pleasure company hope good weve given ultimatum countin aburo enjoy message sent days ago
0,surely result offer
0,good morning dear great amp successful day
1,want anytime network mins text new video phone five pounds per week call reply delivery tomorrow
0,sir late paying rent past months pay ltgt charge felt would inconsiderate nag something give great cost thats didnt speak however recession wont able pay charge month hence askin well ahead months end please help thanks
1,tried contact offer new video phone anytime network mins half price rental camcorder call reply delivery wed
1,last chance claim worth discount voucherstext yes nowsavamobmember offers mobile sub remove txt stop
0,luv soo much donåõt understand special ring morrow luv xxx
0,pls send comprehensive mail paying much
0,prashanthettans mother passed away last night pray family
1,urgent call landline complimentary ibiza holiday cash await collection sae tcs box ppm
0,kkwhen going
0,meanwhile shit suite xavier decided give ltgt seconds warning samantha coming playing jays guitar impress shit also dont think doug realizes dont live anymore
0,stomach thru much trauma swear cant eat better lose weight
